Name,Registration No.,Type,E-mail,Telephone,Fax No.,Address,Contact Person,Correspondence Address,Validity,Trade Name,Exchange Name,Website,Correspondence E-mail,Correspondence Telephone,Correspondence Fax,Mobile No.
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in Equity Derivative Segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in Equity Derivative Segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in Equity Derivative Segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in Currency Derivative Segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in equity segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in equity segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VISUAL SECURITIES PVT. LTD.,INZ000283337,Registered Stock Brokers in Equity Derivative Segment,VISUALSECURITIES@GMAIL.COM,9103322308180,,"ROOM NO.7 & 8,1ST FLOOR,16,INDIA EXCHANGE PLACE,",,,"Oct 21, 2005 - Perpetual",VISUAL SECURITIES PVT. LTD.,NSE Clearing Limited,,,,,
VIVEK FINANCIAL FOCUS LTD.,INZ000276333,Registered Stock Brokers in equity segment,compliance@vivekfinancial.com,0919312684771,,"105 VISHWA SADAN,9, DISTRICT CENTRE, JANAKPURI,",,,"Jul 26, 1995 - Perpetual",VIVEK FINANCIAL FOCUS LTD.,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VIVEK FINANCIAL FOCUS LTD.,INZ000276333,Registered Stock Brokers in Equity Derivative Segment,compliance@vivekfinancial.com,0919312684771,,"105 VISHWA SADAN,9, DISTRICT CENTRE, JANAKPURI,",,,"Jul 26, 1995 - Perpetual",VIVEK FINANCIAL FOCUS LTD.,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VIVEK FINANCIAL FOCUS LTD.,INZ000276333,Registered Stock Brokers in Equity Derivative Segment,compliance@vivekfinancial.com,0919312684771,,"105 VISHWA SADAN,9, DISTRICT CENTRE, JANAKPURI,",,,"Jul 26, 1995 - Perpetual",VIVEK FINANCIAL FOCUS LTD.,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VIVEK FINANCIAL FOCUS LTD.,INZ000276333,Registered Stock Brokers in equity segment,compliance@vivekfinancial.com,0919312684771,,"105 VISHWA SADAN,9, DISTRICT CENTRE, JANAKPURI,",,,"Jul 26, 1995 - Perpetual",VIVEK FINANCIAL FOCUS LTD.,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VIVEK FINANCIAL FOCUS LTD.,INZ000276333,Registered Stock Brokers in Equity Derivative Segment,compliance@vivekfinancial.com,0919312684771,,"105 VISHWA SADAN,9, DISTRICT CENTRE, JANAKPURI,",,,"Jul 26, 1995 - Perpetual",VIVEK FINANCIAL FOCUS LTD.,NSE Clearing Limited,,,,,
VIVEK GUPTA,INA000020554,Investment Adviser,vivek203@yahoo.com,00919958836060,00919958836060,"Flat No-65, RPS, , Sheikh Sarai Phase I,, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017",Vivek Gupta,"Flat No-65, RPS, , Sheikh Sarai Phase I, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Jul 11, 2025 - Perpetual",,,,,,,
VIVEKAM FINANCIAL SERVICES PRIVATE LIMITED,INA200000316,Investment Adviser,vvkprasad@vivekam.co.in,4023549941,4023549941,"Plot No.57, Road No.71, Jubilee Hills, Hyderabad, HYDERABAD, ANDHRA PRADESH, 500082",V V K PRASAD,"H.no.8-2-293/82/A/68, Road No.1, Jubilee Hills, HYDERABAD, ANDHRA PRADESH, 500033","Nov 22, 2013 - Perpetual",,,,,,,
VIVEKAM FINANCIAL SERVICES PRIVATE LIMITED,INP000009481,Registered Portfolio Managers,info@vivekam.co.in,9104023549941,,"Plot No 57, Road No 71, Jubilee Hills, HYDERABAD, TELANGANA, 500096",YASHWANT VEMURU,"Plot No 57, Road No 71, Jubilee Hills, HYDERABAD, TELANGANA, 500096","Jun 05, 2025 - Perpetual",,,,,,,
VIVRITI ASSET MANAGEMENT PRIVATE LIMITED,INP000008330,Registered Portfolio Managers,,,,,,,"Oct 04, 2023 - Perpetual",,,,,,,
VIVRO FINANCIAL SERVICES PVT LTD,INM000010122,Merchant Bankers,,07926650670/71,07926650670/71,"VIVRO HOUSE, 11 Shashi Colony,, OPP SUVIDHA SHOPPING CENTRE, PALDI, AHMEDABAD, AHMEDABAD, GUJARAT, 380007",MR. NILESH VAISHNAV,"VIVRO HOUSE, 11, Shashi Colony, OPP SUVIDHA SHOPPING CENTRE, PALDI, AHMEDABAD, GUJARAT, 380007","Feb 07, 2015 - Perpetual",,,,,,,
VJB FINANCIAL SERVICES PRIVATE LIMITED,INZ000245338,Registered Stock Brokers in Equity Derivative Segment,vjb@vjbfinancial.com,914442067536,,"No. 23, II Floor North Mada Street, Mylapore",,,"Oct 01, 2010 - Perpetual",VJB FINANCIAL SERVICES PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VJB FINANCIAL SERVICES PRIVATE LIMITED,INZ000245338,Registered Stock Brokers in equity segment,vjb@vjbfinancial.com,914442067536,,"No. 23, II Floor North Mada Street, Mylapore",,,"Oct 01, 2010 - Perpetual",VJB FINANCIAL SERVICES PRIVATE LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VLS FINANCE LIMITED,INZ000302836,Registered Stock Brokers in equity segment,vls@vlsfinance.com,911146656666,911146656699,"FIRST FLOOR, 90, OKHLA INDUSTRIAL ESTATE, PHASE III, NEW DELHI",,,"Oct 01, 2014 - Perpetual",VLS FINANCE LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VLS FINANCE LIMITED,INZ000302836,Registered Stock Brokers in equity segment,vls@vlsfinance.com,911146656666,911146656699,"FIRST FLOOR, 90, OKHLA INDUSTRIAL ESTATE, PHASE III, NEW DELHI",,,"Oct 01, 2014 - Perpetual",VLS FINANCE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VLS SECURITIES LIMITED,INZ000263638,Registered Stock Brokers in Equity Derivative Segment,vlsfin@bol.net.in,9101151553081,,"2 ND FLOOR 13, SANT NAGAR, EAST OF KAILASH",,,"Feb 20, 1996 - Perpetual",VLS SECURITIES LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VLS SECURITIES LIMITED,INZ000263638,Registered Stock Brokers in Currency Derivative Segment,vlsfin@bol.net.in,9101151553081,,"2 ND FLOOR 13, SANT NAGAR, EAST OF KAILASH",,,"Feb 20, 1996 - Perpetual",VLS SECURITIES LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VLS SECURITIES LIMITED,INZ000263638,Registered Stock Brokers in equity segment,vlsfin@bol.net.in,9101151553081,,"2 ND FLOOR 13, SANT NAGAR, EAST OF KAILASH",,,"Feb 20, 1996 - Perpetual",VLS SECURITIES LIMITED,NSE Clearing Limited,,,,,
VLS SECURITIES LIMITED,INZ000263638,Registered Stock Brokers in equity segment,vlsfin@bol.net.in,9101151553081,,"2 ND FLOOR 13, SANT NAGAR, EAST OF KAILASH",,,"Feb 20, 1996 - Perpetual",VLS SECURITIES LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VLS SECURITIES LTD.,INE260880735,Registered Stock Brokers in Currency Derivative Segment,,,,,,,"Feb 19, 2009 - Perpetual",VLS SECURITIES LTD.,METROPOLITAN STOCK EXCHANGE,,,,,
VN PAREKH SECURITIES PVT LTD,INB010998635,Registered Stock Brokers in equity segment,,,,,,,"Jan 13, 1998 - Perpetual",VN PAREKH SECURITIES PVT LTD,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in Equity Derivative Segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in Equity Derivative Segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,NSE Clearing Limited,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in Currency Derivative Segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in Equity Derivative Segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in equity segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VOGUE COMMERCIAL COMPANY LIMITED,INZ000277536,Registered Stock Brokers in equity segment,Compliance@vougestock.in,0919718810500,,"1st FLOOR, 40 HANUMAN LANE",,,"Feb 20, 1996 - Perpetual",VOGUE COMMERCIAL COMPANY LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VOGUE COMMERCIAL COMPANY LTD.,INE260882038,Registered Stock Brokers in Currency Derivative Segment,,,,,,,"Sep 30, 2008 - Perpetual",VOGUE COMMERCIAL COMPANY LTD.,METROPOLITAN STOCK EXCHANGE,,,,,
VOLTAIRE SECURITIES PRIVATE LIMITED,INZ000290830,Registered Stock Brokers in Currency Derivative Segment,rlulla@voltairecap.com,9102249713863,,"901, 9th FLOOR, LODHA SUPREMUS,SENAPATI BAPAT MARG LOWER PAREL WEST",,,"Dec 20, 2019 - Perpetual",VOLTAIRE SECURITIES PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VOLTAIRE SECURITIES PRIVATE LIMITED,INZ000290830,Registered Stock Brokers in equity segment,rlulla@voltairecap.com,9102249713863,,"901, 9th FLOOR, LODHA SUPREMUS,SENAPATI BAPAT MARG LOWER PAREL WEST",,,"Dec 20, 2019 - Perpetual",VOLTAIRE SECURITIES PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VOLTAIRE SECURITIES PRIVATE LIMITED,INZ000290830,Registered Stock Brokers in Equity Derivative Segment,rlulla@voltairecap.com,9102249713863,,"901, 9th FLOOR, LODHA SUPREMUS,SENAPATI BAPAT MARG LOWER PAREL WEST",,,"Dec 20, 2019 - Perpetual",VOLTAIRE SECURITIES PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VORA SHARES AND STOCK BROKER LLP,INZ000181437,Registered Stock Brokers in equity segment,info@abnwealth.com,9102249713392,,"812 A Wing, Jaswanti Allied Business Center, Ramchandra Lane Extn., Malad (West),",,,"Jun 10, 2022 - Perpetual",VORA SHARES AND STOCK BROKER LLP,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VORA SHARES AND STOCK BROKER LLP,INZ000181437,Registered Stock Brokers in Equity Derivative Segment,info@abnwealth.com,9102249713392,,"812 A Wing, Jaswanti Allied Business Center, Ramchandra Lane Extn., Malad (West),",,,"Jun 10, 2022 - Perpetual",VORA SHARES AND STOCK BROKER LLP,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VORA SHARES AND STOCK BROKER LLP,INZ000181437,Registered Stock Brokers in equity segment,info@abnwealth.com,9102249713392,,"812 A Wing, Jaswanti Allied Business Center, Ramchandra Lane Extn., Malad (West),",,,"Jun 10, 2022 - Perpetual",VORA SHARES AND STOCK BROKER LLP,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VPS SHARE COMPANY PRIVATE LIMITED,INE231372336,Registered Stock Brokers in Currency Derivative Segment,,,,,,,"Mar 26, 2010 - Perpetual",VPS SHARE COMPANY PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VPT SECURITIES PVT. LTD.,INB031018338,Registered Stock Brokers in equity segment,,,,,,,"Dec 31, 1997 - Perpetual",VPT SECURITIES PVT. LTD.,CALCUTTA STOCK EXCHANGE,,,,,
VRAJLAL THAKKER & COMPANY,INE261327527,Registered Stock Brokers in Currency Derivative Segment,,,,,,,"Jan 13, 2009 - Perpetual",VRAJLAL THAKKER & COMPANY,METROPOLITAN STOCK EXCHANGE,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in Equity Derivative Segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in equity segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in Equity Derivative Segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in Equity Derivative Segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,NSE Clearing Limited,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in equity segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in equity segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,INZ000249130,Registered Stock Brokers in equity segment,palaniappan@vramath.com,9104442013026,,5 K B BLOCK 5 TH FLOOR GOWRI CHITRA GARDEN 88/4 ARCOT ROAD VADAPALANI,,,"Aug 05, 2013 - Perpetual",VRAMATH FINANCIAL SERVICES PRIVATE LIMITED,NSE Clearing Limited,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in Equity Derivative Segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,NSE Clearing Limited,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in equity segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in equity segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in Equity Derivative Segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in Equity Derivative Segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,INZ000323534,Registered Stock Brokers in equity segment,agarwalanuj.87@gmail.com,009836450055,,"AVANI SIGNATURE, 91A/1, PARK STREET 7TH FLOOR,",,,"Dec 24, 2024 - Perpetual",VRIDHI CAPITAL & FINANCE PRIVATE LIMITED,NSE Clearing Limited,,,,,
VRINDA J. KARNANI,INB031156616,Registered Stock Brokers in equity segment,,,,,,,"Mar 28, 2001 - Perpetual",VRINDA KARNANI,CALCUTTA STOCK EXCHANGE,,,,,
VRM SHARE BROKING PVT. LTD.,INE231109837,Registered Stock Brokers in Currency Derivative Segment,,,,,,,"Aug 25, 2008 - Perpetual",VRM SHARE BROKING PVT. LTD.,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VRS INVESTMENTS,INZ000297616,Registered Stock Brokers in Equity Derivative Segment,vrsinv2020@gmail.co.in,0919876556536,,"415, STOCK EXCHANGE BUILDING FEROZE GANDHI MARKET",,,"Jan 27, 2021 - Perpetual",VRS INVESTMENTS,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in Equity Derivative Segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in Currency Derivative Segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in equity segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in equity segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in equity segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in Equity Derivative Segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in Currency Derivative Segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,METROPOLITAN STOCK EXCHANGE,,,,,
VSE STOCK SERVICES LIMITED,INZ000193839,Registered Stock Brokers in equity segment,VSE@VSELINDIA.COM,9102652361534,,"3RD FLOOR, FORTUNE TOWER, SAYAJIGUNJ,",,,"Oct 31, 2003 - Perpetual",VSE STOCK SERVICES LIMITED,NSE Clearing Limited,,,,,
VSK FINANCIAL CONSULTANCY SERVICES PVT. LTD.,INA000017620,Investment Adviser,ymsabnis@vskindia.com,,,"227, Unique Industrial Estate, Second Floor, Off Veer Savarkar Marg,, Twin Tower Lane, Prabhadevi, MUMBAI, MAHARASHTRA, 400025",YOGIN SABNIS,"227, Unique Industrial Estate, Second Floor, Off Veer Savarkar Marg, Twin Tower Lane, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Jan 23, 2023 - Perpetual",,,,,,,
VSK FINANCIAL CONSULTANCY SERVICES PVT. LTD.,INA000017620,Investment Adviser,ymsabnis@vskindia.com,,,"227, Unique Industrial Estate, Second Floor, Off Veer Savarkar Marg,, Twin Tower Lane, Prabhadevi, MUMBAI, MAHARASHTRA, 400025",YOGIN SABNIS,"227, Unique Industrial Estate, Second Floor, Off Veer Savarkar Marg, Twin Tower Lane, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Jan 23, 2023 - Perpetual",,,,,,,
VSN SECURITIES SOUTH ASIA PRIVATE LIMITED,INF011412732,Registered Stock Brokers in Equity Derivative Segment,,,,,,,"Oct 05, 2010 - Perpetual",VSN SECURITIES SOUTH ASIA PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VSN SECURITIES SOUTH ASIA PRIVATE LIMITED,INB011412732,Registered Stock Brokers in equity segment,,,,,,,"Oct 01, 2010 - Perpetual",VSN SECURITIES SOUTH ASIA PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VSPARTANS CONSULTANTS PRIVATE LIMITED,INP000009083,Registered Portfolio Managers,nishi@vspartans.in,0918130811911,0918130811911,"346 Basement, Sector 38, Gurgaon, GURUGRAM, HARYANA, 122001",Nishi Singhal,"F.NO.101 IMPERIAL PARK PLOT NO. 4A , DHARAMPETH, NAGPUR, MAHARASHTRA, 440010","Nov 04, 2024 - Perpetual",,,,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in Equity Derivative Segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in equity segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in equity segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in Currency Derivative Segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in Equity Derivative Segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,,,,,
VT CAPITAL MARKET PRIVATE LIMITED,INZ000168637,Registered Stock Brokers in Currency Derivative Segment,info@varuntradecom.in,003340017926,,27 AB ROYD STREET,,,"Jan 22, 2013 - Perpetual",VT CAPITAL MARKET PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VYANKTESH SECURITIES IMF PRIVATE LIMITED,INZ000287632,Registered Stock Brokers in Equity Derivative Segment,vyankteshsecurities@gmail.com,9107344060034,,"44, DURGA PLAZA DEWAS ROAD",,,"Jun 29, 2012 - Perpetual",VYANKTESH SECURITIES IMF PRIVATE LIMITED,BOMBAY STOCK EXCHANGE LIMITED,,,,,
VYANKTESH SECURITIES IMF PRIVATE LIMITED,INZ000287632,Registered Stock Brokers in equity segment,vyankteshsecurities@gmail.com,9107344060034,,"44, DURGA PLAZA DEWAS ROAD",,,"Jun 29, 2012 - Perpetual",VYANKTESH SECURITIES IMF PRIVATE LIMITED,INDIAN CLEARING CORPORATION LIMITED(ICCL),,,,,
